subgroup_field,subgroup_value,question_id,selected_answer,count,pct,weighted_count,weighted_pct
education,Some college,q2_stevens_vs_rogers,Mike Rogers,10001,33.3,10001.0,33.3
education,Some college,q2_stevens_vs_rogers,Undecided,8305,27.7,8305.0,27.7
education,Some college,q3_mcmorrow_vs_rogers,Undecided,11044,36.8,11044.0,36.8
education,Some college,q3_mcmorrow_vs_rogers,Mike Rogers,10981,36.6,10981.0,36.6
education,Some college,q3_mcmorrow_vs_rogers,Mallory McMorrow,7975,26.6,7975.0,26.6
ideology,Conservative,q1_elsayed_vs_rogers,Mike Rogers,15808,98.8,15808.0,98.8
ideology,Conservative,q1_elsayed_vs_rogers,Undecided,192,1.2,192.0,1.2
ideology,Conservative,q2_stevens_vs_rogers,Mike Rogers,15000,93.8,15000.0,93.8
ideology,Conservative,q2_stevens_vs_rogers,Undecided,1000,6.2,1000.0,6.2
ideology,Conservative,q3_mcmorrow_vs_rogers,Mike Rogers,15120,94.5,15120.0,94.5
ideology,Conservative,q3_mcmorrow_vs_rogers,Undecided,880,5.5,880.0,5.5
ideology,Liberal,q1_elsayed_vs_rogers,Abdul El-Sayed,14969,99.8,14969.0,99.8
ideology,Liberal,q1_elsayed_vs_rogers,Undecided,31,0.2,31.0,0.2
ideology,Liberal,q2_stevens_vs_rogers,Haley Stevens,14969,99.8,14969.0,99.8
ideology,Liberal,q2_stevens_vs_rogers,Undecided,31,0.2,31.0,0.2
ideology,Liberal,q3_mcmorrow_vs_rogers,Mallory McMorrow,14983,99.9,14983.0,99.9
ideology,Liberal,q3_mcmorrow_vs_rogers,Undecided,17,0.1,17.0,0.1
ideology,Moderate,q1_elsayed_vs_rogers,Undecided,30611,69.6,30611.0,69.6
ideology,Moderate,q1_elsayed_vs_rogers,Mike Rogers,8094,18.4,8094.0,18.4
ideology,Moderate,q1_elsayed_vs_rogers,Abdul El-Sayed,5295,12.0,5295.0,12.0
ideology,Moderate,q2_stevens_vs_rogers,Haley Stevens,21516,48.9,21516.0,48.9
ideology,Moderate,q2_stevens_vs_rogers,Undecided,20483,46.6,20483.0,46.6
ideology,Moderate,q2_stevens_vs_rogers,Mike Rogers,2001,4.5,2001.0,4.5
ideology,Moderate,q3_mcmorrow_vs_rogers,Undecided,34810,79.1,34810.0,79.1
ideology,Moderate,q3_mcmorrow_vs_rogers,Mallory McMorrow,6030,13.7,6030.0,13.7
ideology,Moderate,q3_mcmorrow_vs_rogers,Mike Rogers,3160,7.2,3160.0,7.2
ideology,Progressive,q1_elsayed_vs_rogers,Abdul El-Sayed,11000,100.0,11000.0,100.0
ideology,Progressive,q2_stevens_vs_rogers,Haley Stevens,11000,100.0,11000.0,100.0
ideology,Progressive,q3_mcmorrow_vs_rogers,Mallory McMorrow,11000,100.0,11000.0,100.0
ideology,Very conservative,q1_elsayed_vs_rogers,Mike Rogers,14000,100.0,14000.0,100.0
ideology,Very conservative,q2_stevens_vs_rogers,Mike Rogers,14000,100.0,14000.0,100.0
ideology,Very conservative,q3_mcmorrow_vs_rogers,Mike Rogers,14000,100.0,14000.0,100.0
income_band,Low,q1_elsayed_vs_rogers,Abdul El-Sayed,4000,66.7,4000.0,66.7
income_band,Low,q1_elsayed_vs_rogers,Mike Rogers,2000,33.3,2000.0,33.3
income_band,Low,q2_stevens_vs_rogers,Haley Stevens,4000,66.7,4000.0,66.7
income_band,Low,q2_stevens_vs_rogers,Mike Rogers,2000,33.3,2000.0,33.3
income_band,Low,q3_mcmorrow_vs_rogers,Mallory McMorrow,4000,66.7,4000.0,66.7
income_band,Low,q3_mcmorrow_vs_rogers,Mike Rogers,2000,33.3,2000.0,33.3
income_band,Lower-middle,q1_elsayed_vs_rogers,Undecided,10977,39.2,10977.0,39.2
income_band,Lower-middle,q1_elsayed_vs_rogers,Abdul El-Sayed,10005,35.7,10005.0,35.7
income_band,Lower-middle,q1_elsayed_vs_rogers,Mike Rogers,7018,25.1,7018.0,25.1
income_band,Lower-middle,q2_stevens_vs_rogers,Haley Stevens,13673,48.8,13673.0,48.8
income_band,Lower-middle,q2_stevens_vs_rogers,Undecided,9326,33.3,9326.0,33.3
income_band,Lower-middle,q2_stevens_vs_rogers,Mike Rogers,5001,17.9,5001.0,17.9
income_band,Lower-middle,q3_mcmorrow_vs_rogers,Undecided,11842,42.3,11842.0,42.3
income_band,Lower-middle,q3_mcmorrow_vs_rogers,Mallory McMorrow,10112,36.1,10112.0,36.1
income_band,Lower-middle,q3_mcmorrow_vs_rogers,Mike Rogers,6046,21.6,6046.0,21.6
income_band,Middle,q1_elsayed_vs_rogers,Mike Rogers,22864,50.8,22864.0,50.8
income_band,Middle,q1_elsayed_vs_rogers,Undecided,12846,28.5,12846.0,28.5
income_band,Middle,q1_elsayed_vs_rogers,Abdul El-Sayed,9290,20.6,9290.0,20.6
income_band,Middle,q2_stevens_vs_rogers,Mike Rogers,19000,42.2,19000.0,42.2
income_band,Middle,q2_stevens_vs_rogers,Haley Stevens,17019,37.8,17019.0,37.8
income_band,Middle,q2_stevens_vs_rogers,Undecided,8981,20.0,8981.0,20.0
income_band,Middle,q3_mcmorrow_vs_rogers,Mike Rogers,19253,42.8,19253.0,42.8
income_band,Middle,q3_mcmorrow_vs_rogers,Undecided,15861,35.2,15861.0,35.2
income_band,Middle,q3_mcmorrow_vs_rogers,Mallory McMorrow,9886,22.0,9886.0,22.0
income_band,Upper-middle,q1_elsayed_vs_rogers,Abdul El-Sayed,7969,37.9,7969.0,37.9
income_band,Upper-middle,q1_elsayed_vs_rogers,Undecided,7011,33.4,7011.0,33.4
income_band,Upper-middle,q1_elsayed_vs_rogers,Mike Rogers,6020,28.7,6020.0,28.7
income_band,Upper-middle,q2_stevens_vs_rogers,Haley Stevens,12793,60.9,12793.0,60.9
income_band,Upper-middle,q2_stevens_vs_rogers,Mike Rogers,5000,23.8,5000.0,23.8
income_band,Upper-middle,q2_stevens_vs_rogers,Undecided,3207,15.3,3207.0,15.3
income_band,Upper-middle,q3_mcmorrow_vs_rogers,Mallory McMorrow,8015,38.2,8015.0,38.2
income_band,Upper-middle,q3_mcmorrow_vs_rogers,Undecided,8004,38.1,8004.0,38.1
income_band,Upper-middle,q3_mcmorrow_vs_rogers,Mike Rogers,4981,23.7,4981.0,23.7
party_lean,Independent / swing,q1_elsayed_vs_rogers,Undecided,30834,81.1,30834.0,81.1
party_lean,Independent / swing,q1_elsayed_vs_rogers,Mike Rogers,5902,15.5,5902.0,15.5
party_lean,Independent / swing,q1_elsayed_vs_rogers,Abdul El-Sayed,1264,3.3,1264.0,3.3
party_lean,Independent / swing,q2_stevens_vs_rogers,Undecided,20515,54.0,20515.0,54.0
party_lean,Independent / swing,q2_stevens_vs_rogers,Haley Stevens,17485,46.0,17485.0,46.0
party_lean,Independent / swing,q3_mcmorrow_vs_rogers,Undecided,35688,93.9,35688.0,93.9
party_lean,Independent / swing,q3_mcmorrow_vs_rogers,Mallory McMorrow,2013,5.3,2013.0,5.3
party_lean,Independent / swing,q3_mcmorrow_vs_rogers,Mike Rogers,299,0.8,299.0,0.8
party_lean,Lean Democrat,q1_elsayed_vs_rogers,Abdul El-Sayed,15000,100.0,15000.0,100.0
party_lean,Lean Democrat,q2_stevens_vs_rogers,Haley Stevens,15000,100.0,15000.0,100.0
party_lean,Lean Democrat,q3_mcmorrow_vs_rogers,Mallory McMorrow,15000,100.0,15000.0,100.0
party_lean,Lean Republican,q1_elsayed_vs_rogers,Mike Rogers,14000,100.0,14000.0,100.0
party_lean,Lean Republican,q2_stevens_vs_rogers,Mike Rogers,13001,92.9,13001.0,92.9
party_lean,Lean Republican,q2_stevens_vs_rogers,Undecided,999,7.1,999.0,7.1
party_lean,Lean Republican,q3_mcmorrow_vs_rogers,Mike Rogers,13981,99.9,13981.0,99.9
party_lean,Lean Republican,q3_mcmorrow_vs_rogers,Undecided,19,0.1,19.0,0.1
party_lean,Strong Democrat,q1_elsayed_vs_rogers,Abdul El-Sayed,15000,100.0,15000.0,100.0
party_lean,Strong Democrat,q2_stevens_vs_rogers,Haley Stevens,15000,100.0,15000.0,100.0
party_lean,Strong Democrat,q3_mcmorrow_vs_rogers,Mallory McMorrow,15000,100.0,15000.0,100.0
party_lean,Strong Republican,q1_elsayed_vs_rogers,Mike Rogers,18000,100.0,18000.0,100.0
party_lean,Strong Republican,q2_stevens_vs_rogers,Mike Rogers,18000,100.0,18000.0,100.0
party_lean,Strong Republican,q3_mcmorrow_vs_rogers,Mike Rogers,18000,100.0,18000.0,100.0
race_ethnicity,Asian,q1_elsayed_vs_rogers,Abdul El-Sayed,1000,100.0,1000.0,100.0
race_ethnicity,Asian,q2_stevens_vs_rogers,Haley Stevens,1000,100.0,1000.0,100.0
race_ethnicity,Asian,q3_mcmorrow_vs_rogers,Mallory McMorrow,1000,100.0,1000.0,100.0
race_ethnicity,Black,q1_elsayed_vs_rogers,Abdul El-Sayed,11000,84.6,11000.0,84.6
race_ethnicity,Black,q1_elsayed_vs_rogers,Mike Rogers,1000,7.7,1000.0,7.7
race_ethnicity,Black,q1_elsayed_vs_rogers,Undecided,1000,7.7,1000.0,7.7
race_ethnicity,Black,q2_stevens_vs_rogers,Haley Stevens,11091,85.3,11091.0,85.3
race_ethnicity,Black,q2_stevens_vs_rogers,Undecided,1909,14.7,1909.0,14.7
race_ethnicity,Black,q3_mcmorrow_vs_rogers,Mallory McMorrow,11000,84.6,11000.0,84.6
race_ethnicity,Black,q3_mcmorrow_vs_rogers,Undecided,2000,15.4,2000.0,15.4
race_ethnicity,Hispanic,q1_elsayed_vs_rogers,Abdul El-Sayed,3000,60.0,3000.0,60.0
race_ethnicity,Hispanic,q1_elsayed_vs_rogers,Undecided,2000,40.0,2000.0,40.0
race_ethnicity,Hispanic,q2_stevens_vs_rogers,Haley Stevens,3357,67.1,3357.0,67.1
race_ethnicity,Hispanic,q2_stevens_vs_rogers,Undecided,1643,32.9,1643.0,32.9
race_ethnicity,Hispanic,q3_mcmorrow_vs_rogers,Mallory McMorrow,3000,60.0,3000.0,60.0
race_ethnicity,Hispanic,q3_mcmorrow_vs_rogers,Undecided,2000,40.0,2000.0,40.0
race_ethnicity,Multiracial / other,q1_elsayed_vs_rogers,Mike Rogers,1775,59.2,1775.0,59.2
race_ethnicity,Multiracial / other,q1_elsayed_vs_rogers,Undecided,1225,40.8,1225.0,40.8
race_ethnicity,Multiracial / other,q2_stevens_vs_rogers,Undecided,1610,53.7,1610.0,53.7
race_ethnicity,Multiracial / other,q2_stevens_vs_rogers,Mike Rogers,1000,33.3,1000.0,33.3
race_ethnicity,Multiracial / other,q2_stevens_vs_rogers,Haley Stevens,390,13.0,390.0,13.0
race_ethnicity,Multiracial / other,q3_mcmorrow_vs_rogers,Undecided,1986,66.2,1986.0,66.2
race_ethnicity,Multiracial / other,q3_mcmorrow_vs_rogers,Mike Rogers,1014,33.8,1014.0,33.8
race_ethnicity,White non-Hispanic,q1_elsayed_vs_rogers,Mike Rogers,35127,45.0,35127.0,45.0
race_ethnicity,White non-Hispanic,q1_elsayed_vs_rogers,Undecided,26609,34.1,26609.0,34.1
race_ethnicity,White non-Hispanic,q1_elsayed_vs_rogers,Abdul El-Sayed,16264,20.9,16264.0,20.9
race_ethnicity,White non-Hispanic,q2_stevens_vs_rogers,Haley Stevens,31647,40.6,31647.0,40.6
race_ethnicity,White non-Hispanic,q2_stevens_vs_rogers,Mike Rogers,30001,38.5,30001.0,38.5
race_ethnicity,White non-Hispanic,q2_stevens_vs_rogers,Undecided,16352,21.0,16352.0,21.0
race_ethnicity,White non-Hispanic,q3_mcmorrow_vs_rogers,Mike Rogers,31266,40.1,31266.0,40.1
race_ethnicity,White non-Hispanic,q3_mcmorrow_vs_rogers,Undecided,29721,38.1,29721.0,38.1
race_ethnicity,White non-Hispanic,q3_mcmorrow_vs_rogers,Mallory McMorrow,17013,21.8,17013.0,21.8
region,Ann Arbor / Washtenaw,q1_elsayed_vs_rogers,Abdul El-Sayed,2000,50.0,2000.0,50.0
region,Ann Arbor / Washtenaw,q1_elsayed_vs_rogers,Undecided,2000,50.0,2000.0,50.0
region,Ann Arbor / Washtenaw,q2_stevens_vs_rogers,Haley Stevens,4000,100.0,4000.0,100.0
region,Ann Arbor / Washtenaw,q3_mcmorrow_vs_rogers,Mallory McMorrow,2000,50.0,2000.0,50.0
region,Ann Arbor / Washtenaw,q3_mcmorrow_vs_rogers,Undecided,2000,50.0,2000.0,50.0
region,Detroit / Wayne,q1_elsayed_vs_rogers,Abdul El-Sayed,14295,75.2,14295.0,75.2
region,Detroit / Wayne,q1_elsayed_vs_rogers,Undecided,3897,20.5,3897.0,20.5
region,Detroit / Wayne,q1_elsayed_vs_rogers,Mike Rogers,808,4.3,808.0,4.3
region,Detroit / Wayne,q2_stevens_vs_rogers,Haley Stevens,17003,89.5,17003.0,89.5
region,Detroit / Wayne,q2_stevens_vs_rogers,Undecided,1997,10.5,1997.0,10.5
region,Detroit / Wayne,q3_mcmorrow_vs_rogers,Mallory McMorrow,14301,75.3,14301.0,75.3
region,Detroit / Wayne,q3_mcmorrow_vs_rogers,Undecided,4579,24.1,4579.0,24.1
region,Detroit / Wayne,q3_mcmorrow_vs_rogers,Mike Rogers,120,0.6,120.0,0.6
region,Detroit suburbs,q1_elsayed_vs_rogers,Mike Rogers,9165,39.8,9165.0,39.8
region,Detroit suburbs,q1_elsayed_vs_rogers,Undecided,7835,34.1,7835.0,34.1
region,Detroit suburbs,q1_elsayed_vs_rogers,Abdul El-Sayed,6000,26.1,6000.0,26.1
region,Detroit suburbs,q2_stevens_vs_rogers,Haley Stevens,12975,56.4,12975.0,56.4
region,Detroit suburbs,q2_stevens_vs_rogers,Mike Rogers,8000,34.8,8000.0,34.8
region,Detroit suburbs,q2_stevens_vs_rogers,Undecided,2025,8.8,2025.0,8.8
region,Detroit suburbs,q3_mcmorrow_vs_rogers,Undecided,8383,36.4,8383.0,36.4
region,Detroit suburbs,q3_mcmorrow_vs_rogers,Mike Rogers,8000,34.8,8000.0,34.8
region,Detroit suburbs,q3_mcmorrow_vs_rogers,Mallory McMorrow,6617,28.8,6617.0,28.8
region,Flint / Saginaw / Bay,q1_elsayed_vs_rogers,Undecided,3991,66.5,3991.0,66.5
region,Flint / Saginaw / Bay,q1_elsayed_vs_rogers,Abdul El-Sayed,2000,33.3,2000.0,33.3
region,Flint / Saginaw / Bay,q1_elsayed_vs_rogers,Mike Rogers,9,0.1,9.0,0.1
region,Flint / Saginaw / Bay,q2_stevens_vs_rogers,Haley Stevens,3220,53.7,3220.0,53.7
region,Flint / Saginaw / Bay,q2_stevens_vs_rogers,Undecided,2780,46.3,2780.0,46.3
region,Flint / Saginaw / Bay,q3_mcmorrow_vs_rogers,Undecided,3994,66.6,3994.0,66.6
region,Flint / Saginaw / Bay,q3_mcmorrow_vs_rogers,Mallory McMorrow,2006,33.4,2006.0,33.4
region,Lansing / Ingham,q1_elsayed_vs_rogers,Abdul El-Sayed,2000,66.7,2000.0,66.7
region,Lansing / Ingham,q1_elsayed_vs_rogers,Undecided,1000,33.3,1000.0,33.3
region,Lansing / Ingham,q2_stevens_vs_rogers,Haley Stevens,2003,66.8,2003.0,66.8
region,Lansing / Ingham,q2_stevens_vs_rogers,Undecided,997,33.2,997.0,33.2
region,Lansing / Ingham,q3_mcmorrow_vs_rogers,Mallory McMorrow,2106,70.2,2106.0,70.2
region,Lansing / Ingham,q3_mcmorrow_vs_rogers,Undecided,894,29.8,894.0,29.8
region,Northern Michigan,q1_elsayed_vs_rogers,Mike Rogers,2000,50.0,2000.0,50.0
region,Northern Michigan,q1_elsayed_vs_rogers,Abdul El-Sayed,1969,49.2,1969.0,49.2
region,Northern Michigan,q1_elsayed_vs_rogers,Undecided,31,0.8,31.0,0.8
region,Northern Michigan,q2_stevens_vs_rogers,Haley Stevens,1969,49.2,1969.0,49.2
region,Northern Michigan,q2_stevens_vs_rogers,Undecided,1031,25.8,1031.0,25.8
region,Northern Michigan,q2_stevens_vs_rogers,Mike Rogers,1000,25.0,1000.0,25.0
region,Northern Michigan,q3_mcmorrow_vs_rogers,Mallory McMorrow,1983,49.6,1983.0,49.6
region,Northern Michigan,q3_mcmorrow_vs_rogers,Undecided,1017,25.4,1017.0,25.4
region,Northern Michigan,q3_mcmorrow_vs_rogers,Mike Rogers,1000,25.0,1000.0,25.0
region,Rural / outstate,q1_elsayed_vs_rogers,Mike Rogers,19010,76.0,19010.0,76.0
region,Rural / outstate,q1_elsayed_vs_rogers,Undecided,5990,24.0,5990.0,24.0
region,Rural / outstate,q2_stevens_vs_rogers,Mike Rogers,17000,68.0,17000.0,68.0
region,Rural / outstate,q2_stevens_vs_rogers,Undecided,6349,25.4,6349.0,25.4
region,Rural / outstate,q2_stevens_vs_rogers,Haley Stevens,1651,6.6,1651.0,6.6
region,Rural / outstate,q3_mcmorrow_vs_rogers,Mike Rogers,17165,68.7,17165.0,68.7
region,Rural / outstate,q3_mcmorrow_vs_rogers,Undecided,7835,31.3,7835.0,31.3
region,Upper Peninsula,q1_elsayed_vs_rogers,Undecided,1000,100.0,1000.0,100.0
region,Upper Peninsula,q2_stevens_vs_rogers,Undecided,690,69.0,690.0,69.0
region,Upper Peninsula,q2_stevens_vs_rogers,Haley Stevens,310,31.0,310.0,31.0
region,Upper Peninsula,q3_mcmorrow_vs_rogers,Undecided,1000,100.0,1000.0,100.0
region,West Michigan,q1_elsayed_vs_rogers,Mike Rogers,6910,46.1,6910.0,46.1
region,West Michigan,q1_elsayed_vs_rogers,Undecided,5090,33.9,5090.0,33.9
region,West Michigan,q1_elsayed_vs_rogers,Abdul El-Sayed,3000,20.0,3000.0,20.0
region,West Michigan,q2_stevens_vs_rogers,Undecided,5645,37.6,5645.0,37.6
region,West Michigan,q2_stevens_vs_rogers,Mike Rogers,5001,33.3,5001.0,33.3
region,West Michigan,q2_stevens_vs_rogers,Haley Stevens,4354,29.0,4354.0,29.0
region,West Michigan,q3_mcmorrow_vs_rogers,Undecided,6005,40.0,6005.0,40.0
region,West Michigan,q3_mcmorrow_vs_rogers,Mike Rogers,5995,40.0,5995.0,40.0
region,West Michigan,q3_mcmorrow_vs_rogers,Mallory McMorrow,3000,20.0,3000.0,20.0
urban_suburban_rural,mixed,q1_elsayed_vs_rogers,Undecided,9081,43.2,9081.0,43.2
urban_suburban_rural,mixed,q1_elsayed_vs_rogers,Mike Rogers,6919,32.9,6919.0,32.9
urban_suburban_rural,mixed,q1_elsayed_vs_rogers,Abdul El-Sayed,5000,23.8,5000.0,23.8
urban_suburban_rural,mixed,q2_stevens_vs_rogers,Undecided,8425,40.1,8425.0,40.1
urban_suburban_rural,mixed,q2_stevens_vs_rogers,Haley Stevens,7574,36.1,7574.0,36.1
urban_suburban_rural,mixed,q2_stevens_vs_rogers,Mike Rogers,5001,23.8,5001.0,23.8
urban_suburban_rural,mixed,q3_mcmorrow_vs_rogers,Undecided,9999,47.6,9999.0,47.6
urban_suburban_rural,mixed,q3_mcmorrow_vs_rogers,Mike Rogers,5995,28.5,5995.0,28.5
urban_suburban_rural,mixed,q3_mcmorrow_vs_rogers,Mallory McMorrow,5006,23.8,5006.0,23.8
urban_suburban_rural,rural/small-town,q1_elsayed_vs_rogers,Mike Rogers,21010,70.0,21010.0,70.0
urban_suburban_rural,rural/small-town,q1_elsayed_vs_rogers,Undecided,7021,23.4,7021.0,23.4
urban_suburban_rural,rural/small-town,q1_elsayed_vs_rogers,Abdul El-Sayed,1969,6.6,1969.0,6.6
urban_suburban_rural,rural/small-town,q2_stevens_vs_rogers,Mike Rogers,18000,60.0,18000.0,60.0
urban_suburban_rural,rural/small-town,q2_stevens_vs_rogers,Undecided,8070,26.9,8070.0,26.9
urban_suburban_rural,rural/small-town,q2_stevens_vs_rogers,Haley Stevens,3930,13.1,3930.0,13.1
urban_suburban_rural,rural/small-town,q3_mcmorrow_vs_rogers,Mike Rogers,18165,60.6,18165.0,60.6
urban_suburban_rural,rural/small-town,q3_mcmorrow_vs_rogers,Undecided,9852,32.8,9852.0,32.8
urban_suburban_rural,rural/small-town,q3_mcmorrow_vs_rogers,Mallory McMorrow,1983,6.6,1983.0,6.6
urban_suburban_rural,suburban,q1_elsayed_vs_rogers,Mike Rogers,9165,39.8,9165.0,39.8
urban_suburban_rural,suburban,q1_elsayed_vs_rogers,Undecided,7835,34.1,7835.0,34.1
urban_suburban_rural,suburban,q1_elsayed_vs_rogers,Abdul El-Sayed,6000,26.1,6000.0,26.1
urban_suburban_rural,suburban,q2_stevens_vs_rogers,Haley Stevens,12975,56.4,12975.0,56.4
urban_suburban_rural,suburban,q2_stevens_vs_rogers,Mike Rogers,8000,34.8,8000.0,34.8
urban_suburban_rural,suburban,q2_stevens_vs_rogers,Undecided,2025,8.8,2025.0,8.8
urban_suburban_rural,suburban,q3_mcmorrow_vs_rogers,Undecided,8383,36.4,8383.0,36.4
urban_suburban_rural,suburban,q3_mcmorrow_vs_rogers,Mike Rogers,8000,34.8,8000.0,34.8
urban_suburban_rural,suburban,q3_mcmorrow_vs_rogers,Mallory McMorrow,6617,28.8,6617.0,28.8
urban_suburban_rural,urban,q1_elsayed_vs_rogers,Abdul El-Sayed,14295,75.2,14295.0,75.2
urban_suburban_rural,urban,q1_elsayed_vs_rogers,Undecided,3897,20.5,3897.0,20.5
urban_suburban_rural,urban,q1_elsayed_vs_rogers,Mike Rogers,808,4.3,808.0,4.3
urban_suburban_rural,urban,q2_stevens_vs_rogers,Haley Stevens,17003,89.5,17003.0,89.5
urban_suburban_rural,urban,q2_stevens_vs_rogers,Undecided,1997,10.5,1997.0,10.5
urban_suburban_rural,urban,q3_mcmorrow_vs_rogers,Mallory McMorrow,14301,75.3,14301.0,75.3
urban_suburban_rural,urban,q3_mcmorrow_vs_rogers,Undecided,4579,24.1,4579.0,24.1
